source,target,corr_raw,corr_market_adj,same_sector
SHB,VIB,0.6169942755978214,0.24711927141607337,1
SHB,VIC,0.2636360412732745,-0.07038998351852363,0
SHB,VJC,0.2686915704435042,-0.06127251262668765,0
SHB,VNM,0.31344738843180475,-0.12805486094938506,0
SHB,VPB,0.4837856033580723,-0.0024119131958078716,1
SHB,VRE,0.2792579795409169,-0.15559584703780704,0
SSB,SSI,0.2634689237431864,-0.013234800211155855,0
SSB,STB,0.26884967328119747,-0.009079431930234905,1
SSB,TCB,0.2891451334559604,-0.0014330822336397833,1
SSB,TPB,0.3562124976953204,0.1385516891409904,1
SSB,VCB,0.2655035126844668,0.038723922013415055,1
SSB,VHM,0.11914989273020736,-0.08296075033271155,0
SSB,VIB,0.35174877163243545,0.13069093223281775,1
SSB,VIC,0.11605337019618082,-0.06064990558875949,0
SSB,VJC,0.15783698696847592,-0.0059287837136518355,0
SSB,VNM,0.15799697198665374,-0.06764698043178059,0
SSB,VPB,0.2721285232169384,0.012620929711615944,1
SSB,VRE,0.15924313931763284,-0.05959145538919919,0
SSI,STB,0.5796899516804657,0.04933332367660985,0
SSI,TCB,0.5725364781832729,-0.036615136988584276,0
SSI,TPB,0.5699502649280103,0.04719947453445538,0
SSI,VCB,0.4488898061704978,-0.08283229857287452,0
SSI,VHM,0.33647419091495945,-0.07681616163933777,0
SSI,VIB,0.5804751758827275,0.07574727351593502,0
SSI,VIC,0.2730024020523917,-0.11688957136135053,0
SSI,VJC,0.31593639508758514,-0.04136016488784962,0
SSI,VNM,0.399554879978977,-0.05936258895270719,0
SSI,VPB,0.5448446214793421,0.01638884741274884,0
SSI,VRE,0.35736400568912446,-0.10529204839578449,0
STB,TCB,0.6383345782444374,0.10789335734447453,1
STB,TPB,0.5771019286589306,0.04974933335797967,1
STB,VCB,0.4688294854832923,-0.05400330568293009,1
STB,VHM,0.38094335242555744,-0.006758996330313667,0
STB,VIB,0.6277915166527651,0.16778292511402418,1
STB,VIC,0.35549738842487755,0.01608981548615361,0
STB,VJC,0.32076170252122105,-0.03836046615232297,0
STB,VNM,0.40814315164925163,-0.052275254979167234,0
STB,VPB,0.5392870038249973,-0.009450072091963704,1
STB,VRE,0.41143720555824315,-0.017428970713806922,0
TCB,TPB,0.6254582382338911,0.09805755945559454,1
TCB,VCB,0.47757270316349676,-0.09990471182346178,1
TCB,VHM,0.3878598362144167,-0.03477746348245247,0
TCB,VIB,0.624616195843257,0.1025023909702618,1
TCB,VIC,0.3294500162387593,-0.06650143980536702,0
